,Movie_Name,Movie_Rating,Movie_Certificate,Movie_Year,Movie_Runtime,Movie_Cast,Movie_Genre,Movie_Poster,Movie_Description,Movie_Poster_HD,All_Movie_Info
92,Amadeus,8.4,R,1984,160 min,"F. Murray Abraham, Tom Hulce, Elizabeth Berridge, Roy Dotrice","Biography, Drama, Music            ","https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX67_CR0,0,67,98_AL_.jpg","The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.",https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,amadeus f murray abraham tom hulce elizabeth berridge roy dotrice biography drama music the life success and troubles of wolfgang amadeus mozart as told by antonio salieri the contemporaneous composer who was insanely jealous of mozart's talent and claimed to have murdered him
93,Raiders of the Lost Ark,8.4,A,1981,115 min,"Harrison Ford, Karen Allen, Paul Freeman, John Rhys-Davies","Action, Adventure            ","https://m.media-amazon.com/images/M/MV5BMjA0ODEzMTc1Nl5BMl5BanBnXkFtZTcwODM2MjAxNA@@._V1_UX67_CR0,0,67,98_AL_.jpg","In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers.",https://m.media-amazon.com/images/M/MV5BNjFiNzY1NGYtY2IzYS00MDkxLThhYTktZjdhNDNkZDM3MmU3XkEyXkFqcGdeQXVyNjc1NTYwMjc@._V1_.jpg,raiders of the lost ark harrison ford karen allen paul freeman john rhys-davies action adventure in 1936 archaeologist and adventurer indiana jones is hired by the us government to find the ark of the covenant before adolf hitler's nazis can obtain its awesome powers
94,Das Boot,8.4,R,1981,149 min,"Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann, Hubertus Bengsch","Drama, War            ","https://m.media-amazon.com/images/M/MV5BOGZhZDIzNWMtNjkxMS00MDQ1LThkMTYtZWQzYWU3MWMxMGU5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg","The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror.",https://m.media-amazon.com/images/M/MV5BOGZhZDIzNWMtNjkxMS00MDQ1LThkMTYtZWQzYWU3MWMxMGU5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,das boot jürgen prochnow herbert grönemeyer klaus wennemann hubertus bengsch drama war the claustrophobic world of a wwii german u-boat; boredom filth and sheer terror
95,The Shining,8.4,A,1980,146 min,"Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers","Drama, Horror            ","https://m.media-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",https://m.media-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,the shining jack nicholson shelley duvall danny lloyd scatman crothers drama horror a family heads to an isolated hotel for the winter where a sinister presence influences the father into violence while his psychic son sees horrific forebodings from both past and future
96,Tengoku to jigoku,8.4,N/A,1963,143 min,"Toshirô Mifune, Yutaka Sada, Tatsuya Nakadai, Kyôko Kagawa","Crime, Drama, Mystery            ","https://m.media-amazon.com/images/M/MV5BOTI4NTNhZDMtMWNkZi00MTRmLWJmZDQtMmJkMGVmZTEzODlhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.,https://m.media-amazon.com/images/M/MV5BOTI4NTNhZDMtMWNkZi00MTRmLWJmZDQtMmJkMGVmZTEzODlhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,tengoku to jigoku toshirô mifune yutaka sada tatsuya nakadai kyôko kagawa crime drama mystery an executive of a yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom
97,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.4,A,1964,95 min,"Peter Sellers, George C. Scott, Sterling Hayden, Keenan Wynn","Comedy, War            ","https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg","An insane American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop.",https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,dr strangelove or: how i learned to stop worrying and love the bomb peter sellers george c scott sterling hayden keenan wynn comedy war an insane american general orders a bombing attack on the soviet union triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop
98,Witness for the Prosecution,8.4,U,1957,116 min,"Tyrone Power, Marlene Dietrich, Charles Laughton, Elsa Lanchester","Crime, Drama, Mystery            ","https://m.media-amazon.com/images/M/MV5BNDQwODU5OWYtNDcyNi00MDQ1LThiOGMtZDkwNWJiM2Y3MDg0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,https://m.media-amazon.com/images/M/MV5BNDQwODU5OWYtNDcyNi00MDQ1LThiOGMtZDkwNWJiM2Y3MDg0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,witness for the prosecution tyrone power marlene dietrich charles laughton elsa lanchester crime drama mystery a veteran british barrister must defend his client in a murder trial that has surprise after surprise
99,Paths of Glory,8.4,A,1957,88 min,"Kirk Douglas, Ralph Meeker, Adolphe Menjou, George Macready","Drama, War            ","https://m.media-amazon.com/images/M/MV5BNjViMmRkOTEtM2ViOS00ODg0LWJhYWEtNTBlOGQxNDczOGY3XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UY98_CR2,0,67,98_AL_.jpg","After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",https://m.media-amazon.com/images/M/MV5BNjViMmRkOTEtM2ViOS00ODg0LWJhYWEtNTBlOGQxNDczOGY3XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,paths of glory kirk douglas ralph meeker adolphe menjou george macready drama war after refusing to attack an enemy position a general accuses the soldiers of cowardice and their commanding officer must defend them
100,Pather Panchali,8.4,U,1955,125 min,"Kanu Bannerjee, Karuna Bannerjee, Subir Banerjee, Chunibala Devi",Drama            ,"https://m.media-amazon.com/images/M/MV5BMmFkNDY5OTktNzY3Yy00OTFlLThhNjktOTRhMmZjZmIxYjAxXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX67_CR0,0,67,98_AL_.jpg","Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.",https://m.media-amazon.com/images/M/MV5BMmFkNDY5OTktNzY3Yy00OTFlLThhNjktOTRhMmZjZmIxYjAxXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_.jpg,pather panchali kanu bannerjee karuna bannerjee subir banerjee chunibala devi drama impoverished priest harihar ray dreaming of a better life for himself and his family leaves his rural bengal village in search of work
101,Sunset Blvd.,8.4,N/A,1950,110 min,"William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson","Drama, Film-Noir            ","https://m.media-amazon.com/images/M/MV5BMTU0NTkyNzYwMF5BMl5BanBnXkFtZTgwMDU0NDk5MTI@._V1_UX67_CR0,0,67,98_AL_.jpg",A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,https://m.media-amazon.com/images/M/MV5BMTU0NTkyNzYwMF5BMl5BanBnXkFtZTgwMDU0NDk5MTI@._V1_.jpg,sunset blvd william holden gloria swanson erich von stroheim nancy olson drama film-noir a screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return
102,The Great Dictator,8.4,N/A,1940,125 min,"Charles Chaplin, Paulette Goddard, Jack Oakie, Reginald Gardiner","Comedy, Drama, War            ","https://m.media-amazon.com/images/M/MV5BMmExYWJjNTktNGUyZS00ODhmLTkxYzAtNWIzOGEyMGNiMmUwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,https://m.media-amazon.com/images/M/MV5BMmExYWJjNTktNGUyZS00ODhmLTkxYzAtNWIzOGEyMGNiMmUwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,the great dictator charles chaplin paulette goddard jack oakie reginald gardiner comedy drama war dictator adenoid hynkel tries to expand his empire while a poor jewish barber tries to avoid persecution from hynkel's regime
103,1917,8.3,R,2019,119 min,"Dean-Charles Chapman, George MacKay, Daniel Mays, Colin Firth","Action, Drama, War            ","https://m.media-amazon.com/images/M/MV5BOTdmNTFjNDEtNzg0My00ZjkxLTg1ZDAtZTdkMDc2ZmFiNWQ1XkEyXkFqcGdeQXVyNTAzNzgwNTg@._V1_UX67_CR0,0,67,98_AL_.jpg","April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",https://m.media-amazon.com/images/M/MV5BN2YxZWNjNGUtYzhlMy00NzhiLTgzNmQtYzUxMjZiZGI5NTU3XkEyXkFqcGdeQXVyNjU1NzU3MzE@._V1_.jpg,1917 dean-charles chapman george mackay daniel mays colin firth action drama war april 6th 1917 as an infantry battalion assembles to wage war deep in enemy territory two soldiers are assigned to race against time and deliver a message that will stop 1600 men from walking straight into a deadly trap
104,Tumbbad,8.3,A,2018,104 min,"Sohum Shah, Jyoti Malshe, Anita Date, Ronjini Chakraborty","Drama, Fantasy, Horror            ","https://m.media-amazon.com/images/M/MV5BYmQxNmU4ZjgtYzE5Mi00ZDlhLTlhOTctMzJkNjk2ZGUyZGEwXkEyXkFqcGdeQXVyMzgxMDA0Nzk@._V1_UY98_CR1,0,67,98_AL_.jpg",A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,https://m.media-amazon.com/images/M/MV5BOWY0MDBiNjktMTc2Ny00YTM1LTk3MDAtNjE1OWI5MDM3ODMyXkEyXkFqcGdeQXVyNjE1OTQ0NjA@._V1_.jpg,tumbbad sohum shah jyoti malshe anita date ronjini chakraborty drama fantasy horror a mythological story about a goddess who created the entire universe the plot revolves around the consequences when humans build a temple for her first-born
105,Baahubali 2: The Conclusion,8.3,UA,2017,167 min,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia","Action, Drama            ","https://m.media-amazon.com/images/M/MV5BOGNlNmRkMjctNDgxMC00NzFhLWIzY2YtZDk3ZDE0NWZhZDBlXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_UX67_CR0,0,67,98_AL_.jpg","When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",https://m.media-amazon.com/images/M/MV5BMmE2MzYyY2UtYTI2ZS00NjUyLWE5MjEtMmJmMWVmZWFmMTYwXkEyXkFqcGdeQXVyODk2ODI3MTU@._V1_.jpg,baahubali 2: the conclusion prabhas rana daggubati anushka shetty tamannaah bhatia action drama when shiva the son of bahubali learns about his heritage he begins to look for answers his story is juxtaposed with past events that unfolded in the mahishmati kingdom
106,Drishyam,8.3,U,2013,160 min,"Mohanlal, Meena, Asha Sharath, Ansiba","Crime, Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BYmY3MzYwMGUtOWMxYS00OGVhLWFjNmUtYzlkNGVmY2ZkMjA3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY98_CR4,0,67,98_AL_.jpg",A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.,https://m.media-amazon.com/images/M/MV5BM2FiNjMxNjMtOWQ3Ny00YmFjLTk0YWMtYmQ3Nzg2MWY1YzAwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,drishyam mohanlal meena asha sharath ansiba crime drama thriller a man goes to extreme lengths to save his family from punishment after the family commits an accidental crime
107,Bhaag Milkha Bhaag,8.3,U,2013,186 min,"Farhan Akhtar, Japtej Singh, Divya Dutta, Pawan Malhotra","Biography, Drama, Sport            ","https://m.media-amazon.com/images/M/MV5BMTY1Nzg4MjcwN15BMl5BanBnXkFtZTcwOTc1NTk1OQ@@._V1_UY98_CR0,0,67,98_AL_.jpg","The truth behind the ascension of Milkha Singh, who was scarred by of the India-Pakistan partition.",https://m.media-amazon.com/images/M/MV5BMTY1Nzg4MjcwN15BMl5BanBnXkFtZTcwOTc1NTk1OQ@@._V1_.jpg,bhaag milkha bhaag farhan akhtar japtej singh divya dutta pawan malhotra biography drama sport the truth behind the ascension of milkha singh who was scarred by of the india-pakistan partition
108,Jagten,8.3,7,2012,115 min,"Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp, Lasse Fogelstrøm",Drama            ,"https://m.media-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_UY98_CR1,0,67,98_AL_.jpg","A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",https://m.media-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_.jpg,jagten mads mikkelsen thomas bo larsen annika wedderkopp lasse fogelstrøm drama a teacher lives a lonely life all the while struggling over his son's custody his life slowly gets better as he finds love and receives good news from his son but his new luck is about to be brutally shattered by an innocent little lie
109,Jodaeiye Nader az Simin,8.3,7,2011,123 min,"Payman Maadi, Leila Hatami, Sareh Bayat, Shahab Hosseini",Drama            ,"https://m.media-amazon.com/images/M/MV5BN2JmMjViMjMtZTM5Mi00ZGZkLTk5YzctZDg5MjFjZDE4NjNkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,https://m.media-amazon.com/images/M/MV5BN2JmMjViMjMtZTM5Mi00ZGZkLTk5YzctZDg5MjFjZDE4NjNkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,jodaeiye nader az simin payman maadi leila hatami sareh bayat shahab hosseini drama a married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in iran and look after a deteriorating parent who has alzheimer's disease
110,Incendies,8.3,18,2010,131 min,"Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette, Mustafa Kamel","Drama, Mystery, War            ","https://m.media-amazon.com/images/M/MV5BMWE3MGYzZjktY2Q5Mi00Y2NiLWIyYWUtMmIyNzA3YmZlMGFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,https://m.media-amazon.com/images/M/MV5BMWE3MGYzZjktY2Q5Mi00Y2NiLWIyYWUtMmIyNzA3YmZlMGFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,incendies lubna azabal mélissa désormeaux-poulin maxim gaudette mustafa kamel drama mystery war twins journey to the middle east to discover their family history and fulfill their mother's last wishes
111,Kimetsu no Yaiba: Mugen Ressha-Hen,8.3,UA,2020,117 min,"Natsuki Hanae, Akari Kitô, Yoshitsugu Matsuoka, Hiro Shimono","Animation, Action, Adventure            ","https://m.media-amazon.com/images/M/MV5BODI2NjdlYWItMTE1ZC00YzI2LTlhZGQtNzE3NzA4MWM0ODYzXkEyXkFqcGdeQXVyNjU1OTg4OTM@._V1_UX67_CR0,0,67,98_AL_.jpg","After his family was brutally murdered and his sister turned into a demon, Tanjiro Kamado's journey as a demon slayer began. Tanjiro and his comrades embark on a new mission aboard the Mugen Train, on track to despair.",https://m.media-amazon.com/images/M/MV5BZjRmZTVkOWQtYTcyZi00YTBjLWE0MjctM2I3YzVmYTRjNjY1XkEyXkFqcGdeQXVyNjE5Mjk0NjI@._V1_.jpg,kimetsu no yaiba: mugen ressha-hen natsuki hanae akari kitô yoshitsugu matsuoka hiro shimono animation action adventure after his family was brutally murdered and his sister turned into a demon tanjiro kamado's journey as a demon slayer began tanjiro and his comrades embark on a new mission aboard the mugen train on track to despair
112,Up,8.3,U,2009,96 min,"Edward Asner, Jordan Nagai, John Ratzenberger, Christopher Plummer","Animation, Adventure, Comedy            ","https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_UX67_CR0,0,67,98_AL_.jpg","78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_.jpg,up edward asner jordan nagai john ratzenberger christopher plummer animation adventure comedy 78-year-old carl fredricksen travels to paradise falls in his house equipped with balloons inadvertently taking a young stowaway
113,The Father,8.3,UA,2020,97 min,"Anthony Hopkins, Olivia Colman, Mark Gatiss, Olivia Williams","Drama, Mystery            ","https://m.media-amazon.com/images/M/MV5BZGJhNWRiOWQtMjI4OS00ZjcxLTgwMTAtMzQ2ODkxY2JkOTVlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",https://m.media-amazon.com/images/M/MV5BZGJhNWRiOWQtMjI4OS00ZjcxLTgwMTAtMzQ2ODkxY2JkOTVlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,the father anthony hopkins olivia colman mark gatiss olivia williams drama mystery a man refuses all assistance from his daughter as he ages as he tries to make sense of his changing circumstances he begins to doubt his loved ones his own mind and even the fabric of his reality
114,Babam ve Oglum,8.3,N/A,2005,112 min,"Eser Sariyar, Çetin Tekindor, Fikret Kuskan, Hümeyra","Drama, Family            ","https://m.media-amazon.com/images/M/MV5BNjAzMzEwYzctNjc1MC00Nzg5LWFmMGItMTgzYmMyNTY2OTQ4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR0,0,67,98_AL_.jpg",The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,https://m.media-amazon.com/images/M/MV5BNjAzMzEwYzctNjc1MC00Nzg5LWFmMGItMTgzYmMyNTY2OTQ4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,babam ve oglum eser sariyar çetin tekindor fikret kuskan hümeyra drama family the family of a left-wing journalist is torn apart after the military coup of turkey in 1980
115,Toy Story 3,8.3,U,2010,103 min,"Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty","Animation, Adventure, Comedy            ","https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_UY98_CR1,0,67,98_AL_.jpg","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_FMjpg_UY720_.jpg,toy story 3 tom hanks tim allen joan cusack ned beatty animation adventure comedy the toys are mistakenly delivered to a day-care center instead of the attic right before andy leaves for college and it's up to woody to convince the other toys that they weren't abandoned and to return home
